author_id,author_name,citing_paper,cited_paper
AQUdlTMAAAAJ,K Raghavan,SWARM: Reimagining scientific workflow management systems in a distributed world,Dgro: diameter-guided ring optimization for integrated research infrastructure membership
No_author_found,K Raghavan… - … Journal of High …,SWARM: Reimagining scientific workflow management systems in a distributed world,Dgro: diameter-guided ring optimization for integrated research infrastructure membership
No_author_found,2025,SWARM: Reimagining scientific workflow management systems in a distributed world,Dgro: diameter-guided ring optimization for integrated research infrastructure membership
ZycQHdgAAAAJ,P Balaprakash,SWARM: Reimagining scientific workflow management systems in a distributed world,Downlink beamforming optimization via deep learning
AQUdlTMAAAAJ,K Raghavan,SWARM: Reimagining scientific workflow management systems in a distributed world,Downlink beamforming optimization via deep learning
MFWUo10AAAAJ,S Wu,Ft-gemm: A fault tolerant high performance gemm implementation on x86 cpus,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
Op1bp3UAAAAJ,Y Zhai,Ft-gemm: A fault tolerant high performance gemm implementation on x86 cpus,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
lv5EK6AAAAAJ,J Huang,Ft-gemm: A fault tolerant high performance gemm implementation on x86 cpus,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
8PGjapgAAAAJ,Z Jian,Ft-gemm: A fault tolerant high performance gemm implementation on x86 cpus,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
AvanGFkAAAAJ,Z Chen,Ft-gemm: A fault tolerant high performance gemm implementation on x86 cpus,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
Op1bp3UAAAAJ,Y Zhai,Ft-blas: A fault tolerant high performance blas implementation on x86 cpus,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
etsusEoAAAAJ,K Zhao,Ft-blas: A fault tolerant high performance blas implementation on x86 cpus,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
7X0j6LYAAAAJ,J Liu,Ft-blas: A fault tolerant high performance blas implementation on x86 cpus,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
lv5EK6AAAAAJ,J Huang,Ft-blas: A fault tolerant high performance blas implementation on x86 cpus,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,E Giem,Ft-blas: A fault tolerant high performance blas implementation on x86 cpus,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,J Huang… - … on Parallel and …,Ft-blas: A fault tolerant high performance blas implementation on x86 cpus,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,2023,Ft-blas: A fault tolerant high performance blas implementation on x86 cpus,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
Op1bp3UAAAAJ,Y Zhai,Ft-blas: A fault tolerant high performance blas implementation on x86 cpus,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
etsusEoAAAAJ,K Zhao,Ft-blas: A fault tolerant high performance blas implementation on x86 cpus,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
7X0j6LYAAAAJ,J Liu,Ft-blas: A fault tolerant high performance blas implementation on x86 cpus,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
lv5EK6AAAAAJ,J Huang,Ft-blas: A fault tolerant high performance blas implementation on x86 cpus,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
No_author_found,E Giem,Ft-blas: A fault tolerant high performance blas implementation on x86 cpus,FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
1b3XxQ8AAAAJ,GS Kumar,GEMM-ArchProfiler: A simulation framework for hardware-level profiling and performance analysis of General Matrix Multiplication in real CNN workloads on …,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,B Ayyappan,GEMM-ArchProfiler: A simulation framework for hardware-level profiling and performance analysis of General Matrix Multiplication in real CNN workloads on …,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
Q43S-SkAAAAJ,A Athanasiadis,An efficient open-source design and implementation framework for non-quantized CNNs on FPGAs,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
e6vqx9gAAAAJ,N Tampouratzis,An efficient open-source design and implementation framework for non-quantized CNNs on FPGAs,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
jq4uw3QAAAAJ,I Papaefstathiou,An efficient open-source design and implementation framework for non-quantized CNNs on FPGAs,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
LVWU_VQAAAAJ,C Liu,Adaptive soft error protection for neural network processing,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,X Xue,Adaptive soft error protection for neural network processing,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,F Min,Adaptive soft error protection for neural network processing,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,H Li,Adaptive soft error protection for neural network processing,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
DNsw38sAAAAJ,Q Bramas,FORS: fault-adaptive optimized routing and scheduling for DAQ networks,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,E Stein,FORS: fault-adaptive optimized routing and scheduling for DAQ networks,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,F Pisani,FORS: fault-adaptive optimized routing and scheduling for DAQ networks,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
LVWU_VQAAAAJ,C Liu,ApproxABFT: Approximate Algorithm-Based Fault Tolerance for Neural Network Processing,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
d4KZI8MAAAAJ,T Luo,ApproxABFT: Approximate Algorithm-Based Fault Tolerance for Neural Network Processing,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
t40cM-4AAAAJ,Y Han,ApproxABFT: Approximate Algorithm-Based Fault Tolerance for Neural Network Processing,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,X Xue,ApproxABFT: Approximate Algorithm-Based Fault Tolerance for Neural Network Processing,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,F Min,ApproxABFT: Approximate Algorithm-Based Fault Tolerance for Neural Network Processing,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,Y Han - arXiv preprint arXiv:2302.10469,ApproxABFT: Approximate Algorithm-Based Fault Tolerance for Neural Network Processing,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,2023,ApproxABFT: Approximate Algorithm-Based Fault Tolerance for Neural Network Processing,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
LVWU_VQAAAAJ,C Liu,ApproxABFT: Approximate Algorithm-Based Fault Tolerance for Neural Network Processing,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
d4KZI8MAAAAJ,T Luo,ApproxABFT: Approximate Algorithm-Based Fault Tolerance for Neural Network Processing,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
t40cM-4AAAAJ,Y Han,ApproxABFT: Approximate Algorithm-Based Fault Tolerance for Neural Network Processing,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
No_author_found,X Xue,ApproxABFT: Approximate Algorithm-Based Fault Tolerance for Neural Network Processing,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
No_author_found,F Min,ApproxABFT: Approximate Algorithm-Based Fault Tolerance for Neural Network Processing,Turbofft: A high-performance fast fourier transform with fault tolerance on gpu
LVWU_VQAAAAJ,C Liu,Lightweight Algorithm-Based Fault Tolerance (ABFT) for Resilient Machine Learning Systems,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,D Chai,Lightweight Algorithm-Based Fault Tolerance (ABFT) for Resilient Machine Learning Systems,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,X Xue,Lightweight Algorithm-Based Fault Tolerance (ABFT) for Resilient Machine Learning Systems,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,S Pei,Lightweight Algorithm-Based Fault Tolerance (ABFT) for Resilient Machine Learning Systems,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
rGmz1wMAAAAJ,J Sun,Automatic Parameter Tuning for CUTLASS Matrix Multiplication Based on Multi-Task Learning with DSSM,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,S Wang,Automatic Parameter Tuning for CUTLASS Matrix Multiplication Based on Multi-Task Learning with DSSM,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,X Zhou,Automatic Parameter Tuning for CUTLASS Matrix Multiplication Based on Multi-Task Learning with DSSM,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,L Zhang,MGPU-FI: A Fault Injection Framework for Reliability Analysis of Multi-GPU System,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,J Tan,MGPU-FI: A Fault Injection Framework for Reliability Analysis of Multi-GPU System,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,L Jin,Data reuse and locality optimization method based on GEMM,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,X Xie,Data reuse and locality optimization method based on GEMM,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,J Yu,Data reuse and locality optimization method based on GEMM,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,C Yan,"VEUGM: Verifiable, Efficient and Universal GPU Performance Measurement in the Cloud",Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,Z Xu,"VEUGM: Verifiable, Efficient and Universal GPU Performance Measurement in the Cloud",Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
No_author_found,X Zhang,"VEUGM: Verifiable, Efficient and Universal GPU Performance Measurement in the Cloud",Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
MSpnQPQAAAAJ,MB Abid,Parallelized 0/1 Knapsack Algorithm Optimization in CPU-GPU-Based Heterogeneous System with Algorithm-based Fault Tolerance,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
bwi2ZAcAAAAJ,S Shaha,Parallelized 0/1 Knapsack Algorithm Optimization in CPU-GPU-Based Heterogeneous System with Algorithm-based Fault Tolerance,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
4n0yBkMAAAAJ,U Kabir,Parallelized 0/1 Knapsack Algorithm Optimization in CPU-GPU-Based Heterogeneous System with Algorithm-based Fault Tolerance,Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
fJQZ1ToAAAAJ,K Ma,Error resilient transformers: A novel soft error vulnerability guided approach to error checking and suppression,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
eNUtf9UAAAAJ,C Amarnath,Error resilient transformers: A novel soft error vulnerability guided approach to error checking and suppression,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
0tnrXKUAAAAJ,J Isenberg,Error resilient transformers: A novel soft error vulnerability guided approach to error checking and suppression,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
pl4wbzoAAAAJ,O Barmak,Hierarchical Deep Learning Model for Identifying Similar Targets in UAV Imagery,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
qmxDbPoAAAAJ,P Radiuk,Hierarchical Deep Learning Model for Identifying Similar Targets in UAV Imagery,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
oJB9PpYAAAAJ,I Krak,Hierarchical Deep Learning Model for Identifying Similar Targets in UAV Imagery,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,D Borovyk,Hierarchical Deep Learning Model for Identifying Similar Targets in UAV Imagery,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
48xhWEwAAAAJ,Z Jiang,Tight Lower Bounds on The Single-Error Detection Threshold for Analog Error-Correcting Codes,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
4cUP2_kAAAAJ,Z Huang,Tight Lower Bounds on The Single-Error Detection Threshold for Analog Error-Correcting Codes,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
zgk5dMoAAAAJ,B Bai,Tight Lower Bounds on The Single-Error Detection Threshold for Analog Error-Correcting Codes,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,W Liu,Tight Lower Bounds on The Single-Error Detection Threshold for Analog Error-Correcting Codes,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
uc6D4vAAAAAJ,RW Attar,AI-optimized GRU-based self-attention model for predictive diabetes staging in IoT healthcare 5.0,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,L Zhou,AI-optimized GRU-based self-attention model for predictive diabetes staging in IoT healthcare 5.0,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,BB Gupta,AI-optimized GRU-based self-attention model for predictive diabetes staging in IoT healthcare 5.0,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,A Gaurav,AI-optimized GRU-based self-attention model for predictive diabetes staging in IoT healthcare 5.0,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
9tDXEbMAAAAJ,M Mousavifard,The prediction of the resistant starch production using transformer-based deep learning models,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
55ifc-kAAAAJ,M Sayadi,The prediction of the resistant starch production using transformer-based deep learning models,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
--C19VcAAAAJ,E Abedi,The prediction of the resistant starch production using transformer-based deep learning models,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
cPIs_VIAAAAJ,H Ding,A Federated Learning-based Aflatoxin M1 Prediction Model Under a Data Enhancement Strategy,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
3NffkcYAAAAJ,X Cui,A Federated Learning-based Aflatoxin M1 Prediction Model Under a Data Enhancement Strategy,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,L Wang,A Federated Learning-based Aflatoxin M1 Prediction Model Under a Data Enhancement Strategy,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,X Song,A Federated Learning-based Aflatoxin M1 Prediction Model Under a Data Enhancement Strategy,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,DI Wilson,A Federated Learning-based Aflatoxin M1 Prediction Model Under a Data Enhancement Strategy,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
LGhHRNgAAAAJ,Y Wei,Prediction model for compressive strength of high-performance concrete based on feature Tokenizer transformer and integrated optimization mechanisms,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,L Kong,Prediction model for compressive strength of high-performance concrete based on feature Tokenizer transformer and integrated optimization mechanisms,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,Y Dai,FSFDLLM: Financial Statement Fraud Detection Aided by Large Language Models,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,Y Qian,FSFDLLM: Financial Statement Fraud Detection Aided by Large Language Models,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,X Wang,FSFDLLM: Financial Statement Fraud Detection Aided by Large Language Models,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,Y Liu,FSFDLLM: Financial Statement Fraud Detection Aided by Large Language Models,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
r8qwkW8AAAAJ,Y Huang,Not All Errors Are Equal: A Systematic Study of Error Propagation in Large Language Model Inference,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
zh3foWUAAAAJ,S Di,Not All Errors Are Equal: A Systematic Study of Error Propagation in Large Language Model Inference,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
hIoeKKkAAAAJ,G Li,Not All Errors Are Equal: A Systematic Study of Error Propagation in Large Language Model Inference,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
tVI-FVAAAAAJ,Q Zhang,CCL-D: A High-Precision Diagnostic System for Slow and Hang Anomalies in Large-Scale Model Training,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
bERytNsAAAAJ,H Zhao,CCL-D: A High-Precision Diagnostic System for Slow and Hang Anomalies in Large-Scale Model Training,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,Y Gu,CCL-D: A High-Precision Diagnostic System for Slow and Hang Anomalies in Large-Scale Model Training,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,F Wang,CCL-D: A High-Precision Diagnostic System for Slow and Hang Anomalies in Large-Scale Model Training,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,J Fu,CCL-D: A High-Precision Diagnostic System for Slow and Hang Anomalies in Large-Scale Model Training,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,Z Sun,CCL-D: A High-Precision Diagnostic System for Slow and Hang Anomalies in Large-Scale Model Training,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,J Jiao,LLM-IARE: An Input-Aware Resilience Estimation Methodology for LLMs under Hardware Transient Faults,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,T Zhou,LLM-IARE: An Input-Aware Resilience Estimation Methodology for LLMs under Hardware Transient Faults,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,R Wen,LLM-IARE: An Input-Aware Resilience Estimation Methodology for LLMs under Hardware Transient Faults,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,Y Li,LLM-IARE: An Input-Aware Resilience Estimation Methodology for LLMs under Hardware Transient Faults,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
M8HO_msAAAAJ,L Xia,Deep Learning-Based 30-Day Mortality Prediction in Critically Ill Bone and Bone Marrow Metastasis Patients: A Multicenter Retrospective Cohort Study,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
LpKkl8gAAAAJ,Y Tang,Deep Learning-Based 30-Day Mortality Prediction in Critically Ill Bone and Bone Marrow Metastasis Patients: A Multicenter Retrospective Cohort Study,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,Y Wang,Deep Learning-Based 30-Day Mortality Prediction in Critically Ill Bone and Bone Marrow Metastasis Patients: A Multicenter Retrospective Cohort Study,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,W Li,Deep Learning-Based 30-Day Mortality Prediction in Critically Ill Bone and Bone Marrow Metastasis Patients: A Multicenter Retrospective Cohort Study,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,J Cui,Deep Learning-Based 30-Day Mortality Prediction in Critically Ill Bone and Bone Marrow Metastasis Patients: A Multicenter Retrospective Cohort Study,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,X Luo,Deep Learning-Based 30-Day Mortality Prediction in Critically Ill Bone and Bone Marrow Metastasis Patients: A Multicenter Retrospective Cohort Study,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,Z Jiang,Early Prediction of Pathologic Complete Response to Neoadjuvant Chemotherapy in Breast Cancer Based on Multimodal Ultrasound and Pathological Image,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,Y Liu,Early Prediction of Pathologic Complete Response to Neoadjuvant Chemotherapy in Breast Cancer Based on Multimodal Ultrasound and Pathological Image,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,Y Wang,Early Prediction of Pathologic Complete Response to Neoadjuvant Chemotherapy in Breast Cancer Based on Multimodal Ultrasound and Pathological Image,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,X Zhang,Early Prediction of Pathologic Complete Response to Neoadjuvant Chemotherapy in Breast Cancer Based on Multimodal Ultrasound and Pathological Image,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
cGrjMFAAAAAJ,H Ma,AttnBoost: Retail Supply Chain Sales Insights via Gradient Boosting Perspective,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
0FmKJhMAAAAJ,Y Liu,AttnBoost: Retail Supply Chain Sales Insights via Gradient Boosting Perspective,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
IZcq-KIAAAAJ,YA Moe,AttnBoost: Retail Supply Chain Sales Insights via Gradient Boosting Perspective,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,M Ge,AttnBoost: Retail Supply Chain Sales Insights via Gradient Boosting Perspective,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,Y Wu,AttnBoost: Retail Supply Chain Sales Insights via Gradient Boosting Perspective,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,X Ma,AttnBoost: Retail Supply Chain Sales Insights via Gradient Boosting Perspective,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
OjHzvJkAAAAJ,W Jiang,UTOPIA: Unlearnable Tabular Data via Decoupled Shortcut Embedding,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,J He,UTOPIA: Unlearnable Tabular Data via Decoupled Shortcut Embedding,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,F Luo,UTOPIA: Unlearnable Tabular Data via Decoupled Shortcut Embedding,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,H Li,UTOPIA: Unlearnable Tabular Data via Decoupled Shortcut Embedding,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,W Fan,UTOPIA: Unlearnable Tabular Data via Decoupled Shortcut Embedding,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
04AlOGoAAAAJ,J Wu,Lightweight AI-Enhanced Intrusion Detection System for Zero-Day Threat Detection in Consumer Electronics Devices,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,A Gaurav,Lightweight AI-Enhanced Intrusion Detection System for Zero-Day Threat Detection in Consumer Electronics Devices,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,V Arya,Lightweight AI-Enhanced Intrusion Detection System for Zero-Day Threat Detection in Consumer Electronics Devices,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
ZcFN7iUAAAAJ,P Chaurasia,Delta-Attention-Based Deep Learning Model for Diabetes Prediction in Consumer Health Monitoring Systems,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,V Arya,Delta-Attention-Based Deep Learning Model for Diabetes Prediction in Consumer Health Monitoring Systems,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,A Gaurav,Delta-Attention-Based Deep Learning Model for Diabetes Prediction in Consumer Health Monitoring Systems,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
Uq9ULaMAAAAJ,P Reviriego,Enabling the Use of Approximate Memories in Quantized Large Language Models (LLMs): Dealing with Errors on the Scaling Factors,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
cdNtrBkAAAAJ,S Liu,Enabling the Use of Approximate Memories in Quantized Large Language Models (LLMs): Dealing with Errors on the Scaling Factors,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
xUFpv8kAAAAJ,F Lombardi,Enabling the Use of Approximate Memories in Quantized Large Language Models (LLMs): Dealing with Errors on the Scaling Factors,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,Z Gao,Enabling the Use of Approximate Memories in Quantized Large Language Models (LLMs): Dealing with Errors on the Scaling Factors,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
No_author_found,J Jiao,RetryTrigger: intelligent inference duplication for enhancing LLM resilience to hardware transient faults,FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
z5u02kIAAAAJ,F Cappello,What to Support When You're Compressing,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
GbhfWUIAAAAJ,RR Underwood,What to Support When You're Compressing,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
ovpBwPIAAAAJ,YA Alexeev,What to Support When You're Compressing,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
z5u02kIAAAAJ,F Cappello,What to Support When You're Compressing: The State of Practice Gaps and Opportunities for Scientific Data Compression,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
GbhfWUIAAAAJ,R Underwood,What to Support When You're Compressing: The State of Practice Gaps and Opportunities for Scientific Data Compression,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
ovpBwPIAAAAJ,Y Alexeev,What to Support When You're Compressing: The State of Practice Gaps and Opportunities for Scientific Data Compression,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
wdM8xCYAAAAJ,A Baker,What to Support When You're Compressing: The State of Practice Gaps and Opportunities for Scientific Data Compression,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
zFffwaAAAAAJ,SK Roy,A Perpetual Compression Scheme for Delay Tolerant Communication,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
GXSdAk0AAAAJ,I Nikolaidis,A Perpetual Compression Scheme for Delay Tolerant Communication,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
ROKeao4AAAAJ,L Fusco,Error bounded compression for weather and climate applications,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
x0Qs4q8AAAAJ,F Scheidl,Error bounded compression for weather and climate applications,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
No_author_found,L Huang,Error bounded compression for weather and climate applications,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
4St8hisAAAAJ,A Chakraborty,Summary Statistics of Large-scale Model Outputs for Observation-corrected Outputs,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
lefKcowAAAAJ,J Bessac,Summary Statistics of Large-scale Model Outputs for Observation-corrected Outputs,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
vRmOpisAAAAJ,J Krishna,SCORPIO: A Parallel I/O library for Exascale Earth System Models,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
I4n4xgEAAAAJ,R Jacob,SCORPIO: A Parallel I/O library for Exascale Earth System Models,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
No_author_found,D Wu,SCORPIO: A Parallel I/O library for Exascale Earth System Models,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
eMW64akAAAAJ,Y Zhang,Multi-fidelity Bayesian optimization with across-task transferable max-value entropy search,A curriculum learning approach to optimization with application to downlink beamforming
0Ap-yfYAAAAJ,S Park,Multi-fidelity Bayesian optimization with across-task transferable max-value entropy search,A curriculum learning approach to optimization with application to downlink beamforming
m1xeKH4AAAAJ,O Simeone,Multi-fidelity Bayesian optimization with across-task transferable max-value entropy search,A curriculum learning approach to optimization with application to downlink beamforming
No_author_found,J Johnston,RNN beamforming optimizer for rate-splitting multiple access and cell-free massive MIMO,A curriculum learning approach to optimization with application to downlink beamforming
elsum5sAAAAJ,C Li,Decentralized learning based on gradient coding with compressed communication,A curriculum learning approach to optimization with application to downlink beamforming
WGnxKV8AAAAJ,M Skoglund,Decentralized learning based on gradient coding with compressed communication,A curriculum learning approach to optimization with application to downlink beamforming
f9abrtgAAAAJ,S Das,A hybrid PCA-PR-Seq2Seq-Adam-LSTM framework for time-series power outage prediction,A curriculum learning approach to optimization with application to downlink beamforming
